Number of Additional Surge Beds Being Planned,Empty Adult ICU Beds,Adult ICU Staffed Bed Capacity,Number of Ventilators Available,Number of Ventilators in Hospital,Number of COVID-19 Positive Patients In Hospital,Number of Fatalities related to COVID-19 in past 24 hours,Number of COVID-19 Positive Adults in ICU,Number of ALL Patients Under Investigation for COVID-19 In Hospital,Number of new patients admitted to an inpatient bed who had confirmed COVID-19 at the time of admission in the past 24 hours,Number of new patients admitted to an inpatient bed who had suspected COVID-19 at the time of admission in the past 24 hours,Staffed Inpatient Capacity (all bed types),Inpatient Census (all bed types),Adult ICU Census,Number of Ventilators In Use,Date,Empty Inpatient Beds (all types),cms_number,hospital_name,Coalition
16,0,8,11,13,15,0,4,0,1,0,104,92,8,2,10/1/2020,12,340008,Scotland Health Care System,MHPC
17,11,72,36,57,22,0,3,32,5,3,611,442,61,21,11/14/2020,169,340091,Cone Health Moses H. Cone Memorial Hospital,THPC
85,0,11,10,17,59,0,11,8,10,0,58,58,11,7,11/3/2020,0,340091,Women's Hospital,THPC
69,14,64,51,69,26,0,7,55,3,21,503,400,50,18,10/12/2020,103,340001,Atrium Health - Cabarrus,MHPC
12,2,10,7,12,0,0,6,0,0,0,96,90,8,5,11/13/2020,6,340051,Watauga Medical Center,THPC
,,,,,,,,,,,,,,,10/9/2020,,100,Durham VA,DHPC
0,0,0,15,15,0,0,0,0,0,0,38,9,0,0,10/26/2020,29,340148,Novant Health - Medical Park Hospital,THPC
32,33,181,102,134,8,0,3,20,2,32,430,331,148,32,10/5/2020,99,340114,UNC Rex Hospital,MCRHC
-13,6,20,18,22,23,0,3,9,3,0,195,117,14,4,11/30/2020,78,340070,Alamance Regional Medical Center,MCRHC
59,0,10,35,41,15,0,0,3,1,1,246,173,10,6,11/19/2020,73,340171,Novant Health - Matthews,MHPC
0,5,8,6,8,5,0,1,1,0,1,118,53,3,2,10/14/2020,65,340064,WFBMC - Wilkes Regional MC,THPC
0,0,0,2,2,0,0,0,0,0,0,6,1,0,0,10/21/2020,5,341320,Alleghany Memorial Hospital,THPC
0,4,4,3,3,2,0,0,0,0,0,27,20,0,0,10/26/2020,7,341315,Cape Fear Valley Bladen Hospital,SHPR
0,13,38,22,27,24,1,2,3,5,0,331,318,25,5,11/10/2020,13,340115,FirstHealth Moore Regional Hospital,MCRHC
60,27,120,82,181,59,0,9,0,10,0,888,793,93,99,11/16/2020,95,340040,Vidant Medical Center,EHPC
0,1,8,23,35,0,0,0,0,0,0,93,58,7,12,11/15/2020,35,342014,Highsmith-Rainey Specialty Hospital,MCRHC
25,3,8,14,14,1,0,0,0,0,0,88,41,5,0,10/4/2020,47,340144,Davis Regional MC,THPC
8,2,8,4,5,0,0,1,3,1,3,32,23,6,1,11/4/2020,9,340071,Harnett Health - Central Harnett Hospital,CapRAC
29,1,6,17,17,7,0,0,3,4,0,62,51,5,0,11/18/2020,11,340068,Columbus Regional Healthcare System,SHPR
54,1,8,5,5,0,0,1,7,0,0,107,106,7,0,10/25/2020,1,340060,UNC Rockingham Hospital,THPC
0,0,0,1,1,0,0,0,0,0,0,8,7,0,0,10/16/2020,1,340115,FirstHealth Moore Regional Hospital - Hoke Campus,MCRHC
5,0,0,0,1,0,0,0,2,0,0,12,10,0,1,11/29/2020,2,341314,Washington Regional Medical Center,EHPC
29,5,5,26,26,2,0,0,2,0,0,114,61,0,0,11/14/2020,53,340158,Novant Health - Brunswick MC,SHPR
91,0,6,14,17,51,2,6,4,5,0,52,52,6,3,10/4/2020,0,340091,Women's Hospital,THPC
12,0,4,4,4,3,0,2,0,0,0,29,20,4,0,11/13/2020,9,341318,Vidant Chowan Hospital,EHPC
16,5,10,11,12,6,1,2,0,1,0,110,85,5,1,11/18/2020,25,340184,Haywood Hospital,MAHPC
54,2,8,4,5,1,0,1,2,1,2,107,105,6,1,11/26/2020,2,340060,UNC Rockingham Hospital,THPC
12,0,0,2,2,0,0,0,0,0,0,6,5,0,0,11/25/2020,1,341304,Vidant Bertie Hospital,EHPC
10,0,8,9,9,1,0,2,0,1,0,78,70,8,0,10/10/2020,8,340099,Vidant Roanoke Chowan Hospital,EHPC
65,1,12,15,17,6,0,3,0,1,0,170,145,11,2,10/15/2020,25,340173,Wake Medical Center Cary,CapRAC
41,16,22,37,37,3,0,1,2,0,9,147,67,6,0,11/3/2020,80,340017,Pardee Hospital,MAHPC
57,5,12,10,10,3,0,0,4,1,1,53,35,7,0,10/16/2020,18,340091,Cone Health Annie Penn Hospital,THPC
17,12,74,39,57,20,0,1,35,6,4,611,434,62,18,10/31/2020,177,340091,Cone Health Moses H. Cone Memorial Hospital,THPC
10,2,6,8,8,0,0,0,0,0,0,48,34,4,0,10/31/2020,14,340127,Granville Health System,DHPC
8,3,8,5,5,5,1,0,8,1,2,32,26,5,0,11/27/2020,6,340071,Harnett Health - Central Harnett Hospital,CapRAC
10,0,7,17,18,0,0,0,2,0,0,77,48,7,1,10/29/2020,29,340190,Novant Health - Mint Hill,THPC
29,1,8,14,15,19,0,3,0,3,0,81,50,7,1,10/31/2020,31,340097,Hugh Chatham Memorial Hospital,THPC
16,0,0,3,3,4,0,0,1,0,1,55,20,0,0,11/27/2020,35,340069,Wake Medical Center,CapRAC
20,2,16,12,16,31,0,7,0,0,0,138,134,14,4,10/17/2020,4,340126,Wilson Medical Center,EHPC
49,0,8,22,22,15,0,5,0,2,0,264,160,8,0,11/1/2020,104,340183,Novant Health - Huntersville,MHPC
20,3,6,1,4,2,0,2,4,0,1,18,15,3,3,11/2/2020,3,340159,Person Memorial Hospital,DHPC
0,1,9,10,10,2,0,0,0,1,1,37,16,8,0,11/24/2020,21,341326,Angel Medical Center,MAHPC
11,5,13,22,25,4,0,1,1,2,0,155,82,8,3,11/11/2020,73,340085,Novant Health - Thomasville MC,THPC
0,5,14,18,26,1,1,0,2,1,4,261,112,9,8,10/26/2020,149,340027,UNC Lenoir Hospital,EHPC
12,0,12,8,11,0,0,1,3,0,1,97,61,12,3,10/23/2020,36,340129,Lake Norman Regional Medical Center,MHPC
,,,,,,,,,,,,,,,10/24/2020,,100,Durham VA,DHPC
65,3,12,15,17,7,0,3,1,0,2,170,148,9,2,10/5/2020,22,340173,Wake Medical Center Cary,CapRAC
10,2,10,15,16,3,0,2,7,1,4,84,29,8,1,11/15/2020,55,340119,Atrium Health - Stanly,MHPC
13,14,20,30,33,5,0,1,21,0,5,219,122,6,3,11/25/2020,97,340113,Atrium Health - Main,MHPC
0,0,1,3,4,3,0,0,2,0,0,25,18,1,1,11/3/2020,7,340087,McDowell Hospital,MAHPC
16,5,10,12,12,7,0,1,3,0,3,110,85,5,0,11/10/2020,25,340184,Haywood Hospital,MAHPC
13,0,0,0,0,0,0,0,0,0,0,18,0,0,0,11/16/2020,18,340156,Cherokee Indian Hospital,MAHPC
18,2,6,5,7,3,0,2,0,2,2,18,13,4,2,10/4/2020,5,340133,Martin General Hospital,EHPC
14,0,10,17,18,5,0,1,0,1,0,54,43,10,1,11/21/2020,11,340186,Vidant Beaufort Hospital,EHPC
11,7,13,21,25,14,0,5,0,0,0,155,67,6,4,11/22/2020,88,340085,Novant Health - Thomasville MC,THPC
23,2,8,7,9,5,0,2,1,3,5,60,48,6,2,11/7/2020,12,340107,Vidant Edgecombe Hospital,EHPC
5,1,4,11,11,0,0,0,0,0,0,56,44,3,0,11/23/2020,12,340123,Randolph Hospital,THPC
20,3,16,8,16,28,0,8,0,0,0,138,135,13,8,10/27/2020,3,340126,Wilson Medical Center,EHPC
0,0,0,2,2,2,0,0,1,0,1,15,9,0,0,11/21/2020,6,340084,Atrium Health - Anson,MHPC
281,7,48,100,187,30,0,3,11,5,1,827,631,41,87,10/18/2020,196,340053,Novant Health - Presbyterian,MHPC
8,0,0,5,5,5,0,0,4,2,3,17,17,0,0,11/17/2020,0,341324,The Outer Banks Hospital,EHPC
12,0,0,2,2,0,0,0,0,0,0,6,6,0,0,10/2/2020,0,341304,Vidant Bertie Hospital,EHPC
11,0,0,2,2,1,0,0,0,0,0,12,8,0,0,10/20/2020,4,341303,FirstHealth Montgomery Memorial Hospital,MCRHC
26,7,10,16,16,0,0,1,3,0,3,110,62,3,0,10/27/2020,48,340109,Sentara Albemarle Medical Center,EHPC
14,2,10,16,18,4,0,1,0,1,0,54,52,8,2,11/18/2020,2,340186,Vidant Beaufort Hospital,EHPC
12,3,6,12,12,0,0,2,4,1,0,68,48,3,0,10/26/2020,20,340071,Harnett Health - Betsy Johnson Hospital,CapRAC
0,5,22,48,51,9,0,2,3,0,1,269,182,17,3,11/3/2020,87,340015,Novant Health - Rowan Medical Center,THPC
16,1,4,6,6,4,0,0,0,0,1,20,17,3,0,11/13/2020,3,341311,UNC Chatham Hospital,MCRHC
31,0,4,22,24,9,0,3,0,3,0,71,61,4,2,11/23/2020,10,340014,Novant Health - Forsyth MC,THPC
11,3,13,20,25,3,0,0,1,1,0,155,76,10,5,10/11/2020,79,340085,Novant Health - Thomasville MC,THPC
10,0,8,9,9,0,0,1,0,0,0,78,61,8,0,10/7/2020,17,340099,Vidant Roanoke Chowan Hospital,EHPC
0,4,6,4,4,0,0,0,0,3,0,31,14,2,0,11/29/2020,17,341328,Murphy Medical Center Erlanger Western Carolina Hospital,MAHPC
14,0,0,5,5,0,0,0,3,3,0,17,10,0,0,11/25/2020,7,341324,The Outer Banks Hospital,EHPC
88,0,6,15,17,56,0,6,1,11,0,55,55,6,2,10/8/2020,0,340091,Women's Hospital,THPC
0,4,4,4,4,1,0,0,0,0,2,49,15,0,0,11/6/2020,34,340188,Cape Fear Valley Hoke Hospital,MCRHC
0,8,10,8,9,3,0,2,12,1,10,125,37,2,1,11/17/2020,88,340013,Rutherford Regional Hospital,MAHPC
10,6,10,12,12,5,0,1,0,1,0,89,63,4,0,10/1/2020,26,340142,Carteret General Hospital,EHPC
24,2,8,31,32,3,0,0,14,1,3,126,80,6,1,11/1/2020,46,340166,Atrium Health - University,MHPC
7,0,0,4,4,0,0,0,0,0,0,25,13,0,0,10/3/2020,12,341327,Dosher Memorial Hospital,SHPR
12,0,6,11,12,0,0,0,5,1,2,64,51,6,1,10/11/2020,13,340071,Harnett Health - Betsy Johnson Hospital,CapRAC
29,1,5,26,26,16,0,2,2,2,0,114,84,4,0,10/12/2020,30,340158,Novant Health - Brunswick MC,SHPR
12,0,0,2,2,0,0,0,0,0,0,6,5,0,0,10/26/2020,1,341304,Vidant Bertie Hospital,EHPC
7,1,9,9,10,2,0,1,4,0,1,34,33,8,1,10/23/2020,1,340120,Vidant Duplin Hospital,EHPC
63,2,17,25,43,21,2,0,0,2,0,250,125,15,18,10/16/2020,125,340010,Wayne UNC Health Care,EHPC
0,4,4,3,3,0,0,0,0,0,0,27,20,0,0,11/11/2020,7,341315,Cape Fear Valley Bladen Hospital,SHPR
27,0,0,13,13,1,0,0,0,0,0,42,37,0,0,10/2/2020,5,340014,Novant Health - Forsyth MC,THPC
51,4,16,13,15,25,0,8,0,2,0,154,108,12,2,11/21/2020,46,340039,Iredell Health System,THPC
18,3,6,5,7,5,0,2,0,1,0,18,15,3,2,10/22/2020,3,340133,Martin General Hospital,EHPC
35,1,16,16,26,22,1,5,3,4,2,200,124,15,10,11/7/2020,76,340143,Catawba Valley Medical Center,THPC
7,0,0,4,4,0,0,0,0,0,0,25,13,0,0,11/9/2020,12,341327,Dosher Memorial Hospital,SHPR
7,0,0,4,4,0,0,0,0,0,0,25,7,0,0,10/7/2020,18,341327,Dosher Memorial Hospital,SHPR
27,0,0,13,13,1,0,0,2,0,0,42,37,0,0,10/4/2020,5,340014,Novant Health - Forsyth MC,THPC
0,3,14,17,26,2,1,0,1,2,1,261,121,11,9,10/30/2020,140,340027,UNC Lenoir Hospital,EHPC
41,14,22,34,37,1,0,0,0,0,0,148,73,8,3,10/23/2020,75,340017,Pardee Hospital,MAHPC
11,6,13,20,25,5,0,0,1,1,0,155,72,7,5,10/23/2020,83,340085,Novant Health - Thomasville MC,THPC
0,9,18,0,7,2,0,1,1,2,0,113,48,9,7,10/30/2020,65,340096,WFBMC - Lexington MC,THPC
49,0,8,21,21,7,0,1,1,1,1,264,146,8,0,10/3/2020,118,340183,Novant Health - Huntersville,MHPC
30,5,112,134,199,41,0,19,19,6,2,1037,788,107,65,10/13/2020,249,340014,Novant Health - Forsyth MC,THPC
22,0,6,15,17,7,0,0,5,0,4,69,63,6,2,10/13/2020,6,340068,Columbus Regional Healthcare System,SHPR
36,2,10,18,22,10,0,4,9,0,5,113,69,8,4,11/7/2020,44,340145,Atrium Health - Lincoln,MHPC
0,4,4,4,4,5,0,0,0,1,2,49,10,0,0,10/28/2020,39,340188,Cape Fear Valley Hoke Hospital,MCRHC
27,0,0,13,13,0,0,0,0,0,0,42,26,0,0,11/6/2020,16,340014,Novant Health - Forsyth MC,THPC
49,1,8,19,22,12,0,1,0,2,0,264,143,7,3,11/15/2020,121,340183,Novant Health - Huntersville,MHPC
5,1,9,8,12,0,0,3,0,0,0,95,74,8,4,10/5/2020,21,340016,Harris Hosptial,MAHPC
,,,,,,,,,,,,,,,11/5/2020,,340039,Iredell Health System,THPC
10,37,181,117,134,11,0,4,1,2,6,459,318,144,17,10/18/2020,141,340114,UNC Rex Hospital,MCRHC
49,0,0,7,7,0,0,0,0,0,0,27,17,0,0,10/22/2020,10,341325,Ashe Memorial Hospital,THPC
7,4,9,9,10,4,0,1,2,1,1,34,28,5,1,10/25/2020,6,340120,Vidant Duplin Hospital,EHPC
36,3,10,21,22,11,0,1,12,1,5,113,58,7,1,11/18/2020,55,340145,Atrium Health - Lincoln,MHPC
12,6,12,10,11,3,0,2,1,3,0,97,50,6,1,11/3/2020,47,340129,Lake Norman Regional Medical Center,MHPC
54,1,8,5,5,2,0,2,8,2,3,107,106,7,0,10/26/2020,1,340060,UNC Rockingham Hospital,THPC
12,2,6,11,12,0,0,0,4,0,3,68,51,4,1,10/13/2020,17,340071,Harnett Health - Betsy Johnson Hospital,CapRAC
12,0,0,2,2,0,0,0,0,0,0,6,2,0,0,10/10/2020,4,341304,Vidant Bertie Hospital,EHPC
0,2,8,24,35,0,0,0,0,0,0,93,56,6,11,11/7/2020,37,342014,Highsmith-Rainey Specialty Hospital,MCRHC
16,0,0,3,3,2,0,0,0,0,0,55,21,0,0,10/30/2020,34,340069,Wake Medical Center,CapRAC
44,3,6,5,7,0,0,0,0,0,0,88,49,3,2,11/22/2020,39,340023,Park Ridge Health (Advent Health),MAHPC
51,4,16,12,15,22,0,4,2,0,1,154,118,12,3,11/4/2020,36,340039,Iredell Health System,THPC
30,2,112,136,199,52,2,22,25,11,2,1037,767,110,63,10/20/2020,270,340014,Novant Health - Forsyth MC,THPC
18,4,30,46,52,29,1,9,53,3,19,281,228,26,6,11/4/2020,53,340098,Atrium Health - Pineville,MHPC
11,2,10,17,18,7,0,4,1,3,0,54,49,8,1,10/2/2020,5,340186,Vidant Beaufort Hospital,EHPC
56,2,8,10,10,6,1,1,1,0,0,67,28,6,0,11/29/2020,39,340024,Sampson Regional Medical Center,MCRHC
0,0,0,15,15,0,0,0,0,0,0,38,11,0,0,10/11/2020,27,340148,Novant Health - Medical Park Hospital,THPC
23,0,8,4,9,17,0,3,0,0,0,60,56,8,5,10/31/2020,4,340107,Vidant Edgecombe Hospital,EHPC
0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,11/9/2020,1,341323,Cannon Hospital,MAHPC
11,16,74,40,57,18,1,1,36,3,7,617,454,58,17,10/30/2020,163,340091,Cone Health Moses H. Cone Memorial Hospital,THPC
44,0,6,5,7,1,0,3,1,0,0,88,64,6,2,10/9/2020,24,340023,Park Ridge Health (Advent Health),MAHPC
60,24,120,75,160,66,0,14,0,6,0,888,799,96,85,10/11/2020,89,340040,Vidant Medical Center,EHPC
0,26,91,51,91,23,1,6,20,1,38,717,577,65,40,10/5/2020,140,340002,Mission Health Hospital,MAHPC
18,2,6,5,7,4,0,1,0,1,0,18,16,4,2,10/21/2020,2,340133,Martin General Hospital,EHPC
74,0,11,10,17,71,2,11,8,11,0,69,69,11,7,11/6/2020,0,340091,Women's Hospital,THPC
25,5,8,14,14,1,0,0,0,0,0,88,51,3,0,11/7/2020,37,340144,Davis Regional MC,THPC
8,5,8,4,5,1,0,2,3,1,2,35,27,3,1,11/10/2020,8,340071,Harnett Health - Central Harnett Hospital,CapRAC
16,4,8,10,13,21,0,3,0,2,0,106,96,4,3,11/24/2020,10,340008,Scotland Health Care System,MHPC
0,3,14,17,26,1,0,0,4,1,4,261,119,11,9,11/5/2020,142,340027,UNC Lenoir Hospital,EHPC
41,16,22,32,37,1,0,1,3,1,3,148,59,6,5,10/9/2020,89,340017,Pardee Hospital,MAHPC
20,7,23,49,54,27,0,5,0,2,0,309,221,16,5,10/10/2020,88,340131,CarolinaEast Medical Center,EHPC
26,5,10,0,0,0,0,1,2,0,0,110,72,5,0,10/18/2020,38,340109,Sentara Albemarle Medical Center,EHPC
20,4,16,6,13,26,0,4,0,0,0,138,130,12,7,10/6/2020,8,340126,Wilson Medical Center,EHPC
7,0,0,4,4,0,0,0,0,0,0,18,14,0,0,11/7/2020,4,341307,Pender Memorial Hospital,SHPR
18,2,6,5,7,1,0,1,1,0,1,18,10,4,2,11/10/2020,8,340133,Martin General Hospital,EHPC
281,5,48,110,191,33,1,7,6,7,0,795,633,43,81,10/28/2020,162,340053,Novant Health - Presbyterian,MHPC
0,0,0,2,2,1,0,0,1,0,0,15,6,0,0,10/6/2020,9,340084,Atrium Health - Anson,MHPC
4,6,8,6,6,3,0,1,0,0,0,53,17,2,0,11/8/2020,36,340115,FirstHealth Richmond Memorial Hospital,MCRHC
7,1,9,10,10,6,0,1,0,0,2,34,30,8,0,11/13/2020,4,340120,Vidant Duplin Hospital,EHPC
16,0,0,3,3,1,0,0,0,0,2,55,37,0,0,10/7/2020,18,340069,Wake Medical Center,CapRAC
0,5,6,2,2,0,0,0,0,0,0,19,9,1,0,10/13/2020,10,341322,St. Lukes Hospital,MAHPC
8,0,0,5,5,0,0,0,2,0,0,17,7,0,0,11/19/2020,10,341324,The Outer Banks Hospital,EHPC
8,0,0,5,5,0,0,0,0,0,0,17,9,0,0,10/29/2020,8,341324,The Outer Banks Hospital,EHPC
11,0,0,2,2,0,0,0,0,0,0,12,3,0,0,10/28/2020,9,341303,FirstHealth Montgomery Memorial Hospital,MCRHC
44,10,14,9,9,7,0,2,0,2,0,163,88,4,0,10/12/2020,75,340151,Vidant - North,EHPC
,,,,,,,,,,,,,,,10/4/2020,,100,Durham VA,DHPC
29,2,5,25,26,14,0,1,0,4,0,114,59,3,1,11/29/2020,55,340158,Novant Health - Brunswick MC,SHPR
11,8,13,22,25,17,0,5,0,2,0,155,74,5,3,11/21/2020,81,340085,Novant Health - Thomasville MC,THPC
13,0,0,0,0,0,0,0,0,0,0,18,0,0,0,10/4/2020,18,340156,Cherokee Indian Hospital,MAHPC
25,12,24,12,24,19,2,7,0,1,0,204,159,12,12,11/9/2020,45,340116,Frye Regional MC,THPC
10,4,10,13,16,7,0,0,16,0,11,84,52,6,3,10/13/2020,32,340119,Atrium Health - Stanly,MHPC
12,6,27,31,47,59,3,1,0,7,2,418,353,21,16,10/16/2020,65,340032,CaroMont Health,MHPC
,,,,,,,,,,,,,,,11/25/2020,,101,Naval Medical Center Camp Lejeune,SHPR
53,3,17,28,43,39,0,3,2,3,10,260,140,14,15,11/25/2020,120,340010,Wayne UNC Health Care,EHPC
12,2,27,29,47,45,3,4,2,3,3,406,336,25,18,10/26/2020,70,340032,CaroMont Health,MHPC
429,30,62,87,120,32,1,10,1,2,15,764,558,32,33,10/19/2020,206,340141,New Hanover Regional MC,SHPR
0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,10/14/2020,5,341323,Cannon Hospital,MAHPC
7,0,0,4,4,0,0,0,0,0,0,18,14,0,0,10/1/2020,4,341307,Pender Memorial Hospital,SHPR
24,0,8,28,33,1,0,0,11,0,2,126,94,8,5,10/3/2020,32,340166,Atrium Health - University,MHPC
0,0,0,2,2,0,0,0,5,0,1,15,5,0,0,10/8/2020,10,340084,Atrium Health - Anson,MHPC
2,0,12,21,26,15,0,3,0,2,5,86,65,12,5,10/27/2020,21,340041,UNC- Caldwell Memorial Hospital,THPC
429,29,76,96,120,32,0,7,2,4,27,765,617,47,24,11/14/2020,148,340141,New Hanover Regional MC,SHPR
8,3,8,4,5,0,0,2,2,1,1,32,29,5,1,10/6/2020,3,340071,Harnett Health - Central Harnett Hospital,CapRAC
12,0,6,8,12,13,0,5,10,0,6,68,52,6,4,11/22/2020,16,340071,Harnett Health - Betsy Johnson Hospital,CapRAC
16,0,0,3,3,1,0,0,0,0,3,55,41,0,0,10/17/2020,14,340069,Wake Medical Center,CapRAC
58,3,19,6,9,18,0,18,0,1,0,85,64,16,3,11/27/2020,21,340075,Carolinas HealthCare System Blue Ridge Morganton,MHPC
13,0,0,0,0,0,0,0,0,0,0,18,0,0,0,11/4/2020,18,340156,Cherokee Indian Hospital,MAHPC
16,2,10,10,12,7,0,5,3,1,3,110,88,8,2,11/15/2020,22,340184,Haywood Hospital,MAHPC
7,0,0,4,4,0,0,0,0,0,0,25,13,0,0,11/26/2020,12,341327,Dosher Memorial Hospital,SHPR
10,1,10,12,15,5,0,2,11,0,4,84,47,9,3,11/28/2020,37,340119,Atrium Health - Stanly,MHPC
10,1,7,17,18,1,0,1,1,1,0,77,35,6,1,11/16/2020,42,340190,Novant Health - Mint Hill,THPC
0,2,8,22,35,0,0,0,0,0,0,93,55,6,13,10/28/2020,38,342014,Highsmith-Rainey Specialty Hospital,MCRHC
44,8,121,101,188,47,1,13,80,4,18,871,784,113,87,10/28/2020,87,340113,Atrium Health - Main,MHPC
44,8,14,9,9,16,0,3,0,2,0,163,85,6,0,11/23/2020,78,340151,Vidant - North,EHPC
177,28,121,42,105,39,0,17,5,2,2,905,595,93,63,10/25/2020,310,340047,Wake Forest Baptist MC – Winston Campus,THPC
30,1,8,9,12,3,0,1,0,2,0,77,62,7,3,10/8/2020,15,340132,Maria Parham Medical Center,DHPC
,,,,,,,,,,,,,,,11/24/2020,,102,Womack Army Medical Center,MCRHC
69,11,64,53,69,29,0,9,53,1,17,503,417,53,16,10/15/2020,86,340001,Atrium Health - Cabarrus,MHPC
57,3,12,9,10,2,0,1,4,2,2,53,37,9,1,11/4/2020,16,340091,Cone Health Annie Penn Hospital,THPC
,,,,,,,,,,,,,,,11/10/2020,,100,Durham VA,DHPC
20,2,6,4,4,2,0,2,2,0,1,18,10,4,0,11/21/2020,8,340159,Person Memorial Hospital,DHPC
0,2,9,3,3,2,0,0,1,0,1,37,14,7,0,11/25/2020,23,341326,Angel Medical Center,MAHPC
,,,,,,,,,,,,,,,11/15/2020,,101,Naval Medical Center Camp Lejeune,SHPR
0,5,8,0,8,4,0,1,0,0,0,115,40,3,8,11/21/2020,75,340064,WFBMC - Wilkes Regional MC,THPC
0,4,4,4,4,5,0,0,1,2,2,49,15,0,0,10/9/2020,34,340188,Cape Fear Valley Hoke Hospital,MCRHC
56,1,8,10,10,5,0,2,1,1,0,67,29,7,0,10/29/2020,38,340024,Sampson Regional Medical Center,MCRHC
13,11,20,27,29,5,0,1,22,0,10,219,147,9,2,11/19/2020,72,340113,Atrium Health - Main,MHPC
44,3,6,5,7,0,0,2,0,0,0,88,44,3,2,11/2/2020,44,340023,Park Ridge Health (Advent Health),MAHPC
16,0,4,6,6,1,0,0,0,1,0,20,13,4,0,10/31/2020,7,341311,UNC Chatham Hospital,MCRHC
12,4,27,26,47,46,1,6,0,5,12,406,360,23,21,10/23/2020,46,340032,CaroMont Health,MHPC
21,3,20,9,10,1,0,0,12,1,4,154,124,17,1,10/16/2020,30,340091,Cone Health Wesley Long Hospital,THPC
30,2,102,154,230,101,4,30,26,12,3,1037,771,100,76,11/30/2020,266,340014,Novant Health - Forsyth MC,THPC
6,0,0,10,10,0,0,0,5,0,2,59,35,0,0,11/16/2020,24,340037,Atrium Health - Kings Mountain,MHPC
10,1,18,35,43,24,1,10,34,1,13,203,137,17,8,10/14/2020,66,340021,Atrium Health - Cleveland,MHPC
7,2,9,9,10,10,0,2,0,1,1,34,28,7,1,11/27/2020,6,340120,Vidant Duplin Hospital,EHPC
27,0,0,13,13,0,0,0,0,0,0,42,36,0,0,11/11/2020,6,340014,Novant Health - Forsyth MC,THPC
6,0,0,10,10,0,0,0,3,0,0,59,34,0,0,11/10/2020,25,340037,Atrium Health - Kings Mountain,MHPC
0,0,0,1,1,0,0,0,0,0,0,8,5,0,0,11/20/2020,3,340115,FirstHealth Moore Regional Hospital - Hoke Campus,MCRHC
16,0,0,3,3,5,1,0,0,0,2,55,34,0,0,11/23/2020,21,340069,Wake Medical Center,CapRAC
48,3,20,25,36,22,1,2,0,2,5,256,206,17,11,11/1/2020,50,340155,Duke Regional Hospital,DHPC
6,0,0,10,10,1,0,0,3,0,0,59,34,0,0,11/19/2020,25,340037,Atrium Health - Kings Mountain,MHPC
16,1,10,12,12,1,0,0,1,1,1,110,86,9,0,10/14/2020,24,340184,Haywood Hospital,MAHPC
5,1,4,11,11,0,0,0,1,0,1,56,49,3,0,11/24/2020,7,340123,Randolph Hospital,THPC
36,4,10,21,22,14,1,2,10,0,2,113,57,6,1,11/26/2020,56,340145,Atrium Health - Lincoln,MHPC
13,11,20,26,29,1,0,0,19,0,3,219,122,9,3,11/8/2020,97,340113,Atrium Health - Main,MHPC
,,,,,,,,,,,,,,,11/22/2020,,101,Naval Medical Center Camp Lejeune,SHPR
2,1,12,23,26,15,0,6,3,1,6,86,65,11,3,11/17/2020,21,340041,UNC- Caldwell Memorial Hospital,THPC
429,38,76,89,120,35,0,8,3,4,18,778,563,38,31,11/23/2020,215,340141,New Hanover Regional MC,SHPR
0,11,38,18,27,41,1,7,1,6,2,331,283,27,9,11/20/2020,48,340115,FirstHealth Moore Regional Hospital,MCRHC
16,0,4,6,6,1,0,1,0,0,1,20,14,4,0,10/25/2020,6,341311,UNC Chatham Hospital,MCRHC
72,0,8,5,6,8,0,3,0,0,0,53,52,8,1,10/21/2020,1,340020,Central Carolina Hospital,CapRAC
15,1,8,8,9,1,0,2,0,0,0,78,54,7,1,10/3/2020,24,340099,Vidant Roanoke Chowan Hospital,EHPC
,,,,,,,,,,,,,,,10/12/2020,,101,Naval Medical Center Camp Lejeune,SHPR
,,,,,,,,,,,,,,,10/31/2020,,101,Naval Medical Center Camp Lejeune,SHPR
10,3,9,12,12,0,0,1,0,0,0,88,75,6,0,11/18/2020,13,340142,Carteret General Hospital,EHPC
143,4,65,25,52,31,0,4,4,1,14,627,493,61,27,10/19/2020,134,340028,Cape Fear Valley Medical Center,MCRHC
0,4,22,46,51,18,0,4,1,0,0,269,162,18,5,11/20/2020,107,340015,Novant Health - Rowan Medical Center,THPC
23,2,27,12,22,19,0,7,3,3,1,288,197,25,10,10/27/2020,91,340004,WFBMC- High Point MC,THPC
12,0,6,9,12,0,0,3,1,0,1,66,47,6,3,11/9/2020,19,340071,Harnett Health - Betsy Johnson Hospital,CapRAC
44,17,121,111,188,68,1,18,104,5,26,871,745,104,77,11/17/2020,126,340113,Atrium Health - Main,MHPC
12,7,27,25,47,38,0,4,1,3,6,406,296,20,22,11/1/2020,110,340032,CaroMont Health,MHPC
12,2,6,12,12,1,0,3,4,1,4,70,44,4,0,10/27/2020,26,340071,Harnett Health - Betsy Johnson Hospital,CapRAC
0,0,0,1,1,0,0,0,0,0,0,14,5,0,0,11/25/2020,9,341317,LifeBright Community Hospital of Stokes,THPC
0,0,0,0,0,0,0,0,0,0,0,39,19,0,0,10/2/2020,20,340187,WFBMC- Davie MC,THPC
22,16,59,30,34,25,0,4,0,5,14,177,130,43,4,11/17/2020,47,340090,Johnston UNC Health Care,CapRAC
