Number of Additional Surge Beds Being Planned,Empty Adult ICU Beds,Adult ICU Staffed Bed Capacity,Number of Ventilators Available,Number of Ventilators in Hospital,Number of COVID-19 Positive Patients In Hospital,Number of Fatalities related to COVID-19 in past 24 hours,Number of COVID-19 Positive Adults in ICU,Number of ALL Patients Under Investigation for COVID-19 In Hospital,Number of new patients admitted to an inpatient bed who had confirmed COVID-19 at the time of admission in the past 24 hours,Number of new patients admitted to an inpatient bed who had suspected COVID-19 at the time of admission in the past 24 hours,Staffed Inpatient Capacity (all bed types),Inpatient Census (all bed types),Adult ICU Census,Number of Ventilators In Use,Date,Empty Inpatient Beds (all types),cms_number,hospital,Coalition
30,0,8,9,12,6,0,1,0,1,0,77,58,8,3,10/22/2020,19,340132,Maria Parham Medical Center,DHPC
0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,10/12/2020,0,341316,Highlands Cashiers Hospital,MAHPC
20,2,16,10,14,24,0,7,0,0,0,138,135,14,4,10/31/2020,3,340126,Wilson Medical Center,EHPC
16,0,10,10,13,22,0,8,0,2,0,112,104,10,3,10/24/2020,8,340008,Scotland Health Care System,MHPC
,,,,,,,,,,,,,,,10/27/2020,,102,Womack Army Medical Center,MCRHC
20,2,16,10,16,26,0,7,0,0,0,138,134,14,6,10/18/2020,4,340126,Wilson Medical Center,EHPC
177,24,123,45,105,23,0,10,10,1,7,912,652,99,60,10/18/2020,260,340047,Wake Forest Baptist MC – Winston Campus,THPC
0,6,10,7,9,9,0,2,16,0,16,125,49,4,2,10/19/2020,76,340013,Rutherford Regional Hospital,MAHPC
0,0,0,2,2,0,0,0,0,0,0,6,3,0,0,10/18/2020,3,341320,Alleghany Memorial Hospital,THPC
65,4,12,15,17,7,0,3,1,0,0,170,140,8,2,10/3/2020,30,340173,Wake Medical Center Cary,CapRAC
12,8,27,30,39,33,0,1,4,6,3,419,327,19,9,10/2/2020,92,340032,CaroMont Health,MHPC
10,2,10,15,16,2,0,0,7,1,5,84,60,8,1,10/26/2020,24,340119,Atrium Health - Stanly,MHPC
10,1,18,36,43,24,1,4,28,4,7,203,156,17,7,10/7/2020,47,340021,Atrium Health - Cleveland,MHPC
41,15,22,34,37,6,0,1,4,0,4,148,63,7,3,10/12/2020,85,340017,Pardee Hospital,MAHPC
7,0,9,10,10,0,0,0,4,0,2,34,26,9,0,10/5/2020,8,340120,Vidant Duplin Hospital,EHPC
0,4,6,1,2,0,0,0,0,0,0,19,12,2,1,10/23/2020,7,341322,St. Lukes Hospital,MAHPC
0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,10/15/2020,5,341323,Cannon Hospital,MAHPC
0,3,14,17,26,3,0,4,2,3,3,261,116,11,9,10/17/2020,145,340027,UNC Lenoir Hospital,EHPC
44,9,14,8,9,3,0,1,0,0,0,163,89,5,1,10/6/2020,74,340151,Vidant - North,EHPC
0,4,4,4,4,5,0,0,1,1,0,49,20,0,0,10/12/2020,29,340188,Cape Fear Valley Hoke Hospital,MCRHC
44,10,121,109,189,33,0,14,103,2,34,871,752,111,80,10/7/2020,119,340113,Atrium Health - Main,MHPC
37,3,12,12,14,0,0,0,6,0,3,142,139,9,2,10/14/2020,3,340042,Onslow Memorial Hospital,EHPC
,,,,,,,,,,,,,,,10/12/2020,,100,Durham VA,DHPC
0,9,22,45,51,12,0,3,3,2,0,269,161,13,6,10/26/2020,108,340015,Novant Health - Rowan Medical Center,THPC
29,0,8,15,15,5,0,0,0,1,0,81,56,8,0,10/21/2020,25,340097,Hugh Chatham Memorial Hospital,THPC
35,2,16,16,26,23,0,8,2,3,2,200,139,14,10,10/16/2020,61,340143,Catawba Valley Medical Center,THPC
7,0,0,4,4,0,0,0,0,0,0,25,13,0,0,10/8/2020,12,341327,Dosher Memorial Hospital,SHPR
,,,,,,,,,,,,,,,10/26/2020,,100,Durham VA,DHPC
24,0,8,33,33,5,0,1,11,0,3,126,93,8,0,10/17/2020,33,340166,Atrium Health - University,MHPC
20,1,23,51,56,23,0,2,0,1,1,309,248,22,5,10/21/2020,61,340131,CarolinaEast Medical Center,EHPC
136,8,76,96,123,24,0,8,2,0,7,522,461,68,27,10/5/2020,61,340069,Wake Medical Center,CapRAC
26,0,10,14,16,1,0,2,2,0,2,110,90,10,2,10/8/2020,20,340109,Sentara Albemarle Medical Center,EHPC
44,6,14,7,9,10,0,2,0,2,0,163,89,8,2,10/31/2020,74,340151,Vidant - North,EHPC
0,0,0,2,2,0,0,0,0,0,0,6,0,0,0,10/3/2020,6,341320,Alleghany Memorial Hospital,THPC
0,0,1,4,4,3,0,0,1,0,1,25,16,1,0,10/22/2020,9,340087,McDowell Hospital,MAHPC
11,1,10,16,18,9,0,4,0,1,0,54,52,9,2,10/12/2020,2,340186,Vidant Beaufort Hospital,EHPC
60,14,120,85,181,23,0,11,0,6,0,888,835,106,96,10/28/2020,53,340040,Vidant Medical Center,EHPC
7,0,0,4,4,0,0,0,1,0,0,18,14,0,0,10/2/2020,4,341307,Pender Memorial Hospital,SHPR
0,0,1,3,4,6,0,0,0,0,2,25,24,1,1,10/12/2020,1,340087,McDowell Hospital,MAHPC
0,5,9,3,3,0,0,0,1,0,1,30,14,4,0,10/25/2020,16,341319,Transylvania Regional Hospital,MAHPC
12,0,4,4,4,4,0,0,0,0,0,29,22,4,0,10/4/2020,7,341318,Vidant Chowan Hospital,EHPC
0,14,38,13,27,41,0,9,0,10,0,331,280,24,14,10/23/2020,51,340115,FirstHealth Moore Regional Hospital,MCRHC
30,2,8,11,12,3,0,0,0,0,0,77,51,6,1,10/16/2020,26,340132,Maria Parham Medical Center,DHPC
0,0,0,1,1,0,0,0,0,0,0,8,8,0,0,10/30/2020,0,340115,FirstHealth Moore Regional Hospital - Hoke Campus,MCRHC
16,0,10,11,13,26,1,7,0,3,0,105,95,10,2,10/26/2020,10,340008,Scotland Health Care System,MHPC
,,,,,,,,,,,,,,,10/2/2020,,100,Durham VA,DHPC
48,3,19,30,36,18,1,3,1,4,1,278,211,16,6,10/21/2020,67,340155,Duke Regional Hospital,DHPC
7,1,9,9,10,5,0,2,7,0,5,34,33,8,1,10/21/2020,1,340120,Vidant Duplin Hospital,EHPC
16,0,0,3,3,1,0,0,0,0,5,55,38,0,0,10/14/2020,17,340069,Wake Medical Center,CapRAC
0,4,4,3,3,2,0,0,1,0,0,27,21,0,0,10/17/2020,6,341315,Cape Fear Valley Bladen Hospital,SHPR
6,0,0,10,10,0,0,0,6,0,4,59,31,0,0,10/29/2020,28,340037,Atrium Health - Kings Mountain,MHPC
29,0,6,17,17,7,0,3,2,1,1,62,41,6,0,10/26/2020,21,340068,Columbus Regional Healthcare System,SHPR
0,3,9,3,3,2,0,0,0,0,0,37,15,6,0,10/22/2020,22,341326,Angel Medical Center,MAHPC
86,0,7,15,17,56,1,7,3,11,0,57,57,7,2,10/6/2020,0,340091,Women's Hospital,THPC
49,0,0,7,7,0,0,0,0,0,0,27,13,0,0,10/26/2020,14,341325,Ashe Memorial Hospital,THPC
0,2,9,3,3,0,0,0,0,0,2,30,14,7,0,10/9/2020,16,341319,Transylvania Regional Hospital,MAHPC
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10/20/2020,0,341316,Highlands Cashiers Hospital,MAHPC
32,52,181,115,134,13,0,5,44,0,31,431,295,129,19,10/11/2020,136,340114,UNC Rex Hospital,MCRHC
0,2,8,21,35,0,0,0,0,0,0,93,55,6,14,10/9/2020,38,342014,Highsmith-Rainey Specialty Hospital,MCRHC
0,2,8,22,35,0,0,0,0,0,0,93,55,6,13,10/29/2020,38,342014,Highsmith-Rainey Specialty Hospital,MCRHC
36,2,10,21,22,16,0,4,12,2,5,113,67,8,1,10/21/2020,46,340145,Atrium Health - Lincoln,MHPC
63,0,0,11,11,0,0,0,0,3,0,25,23,0,0,10/7/2020,2,341325,Ashe Memorial Hospital,THPC
44,18,135,244,295,28,1,10,2,3,16,782,643,117,51,10/23/2020,139,340061,UNC Medical Center,MCRHC
7,0,0,4,4,0,0,0,1,0,0,18,14,0,0,10/18/2020,4,341307,Pender Memorial Hospital,SHPR
4,1,8,6,6,8,0,3,1,2,0,53,41,7,0,10/1/2020,12,340115,FirstHealth Richmond Memorial Hospital,MCRHC
0,12,18,0,7,2,0,1,2,0,0,113,43,6,7,10/29/2020,70,340096,WFBMC - Lexington MC,THPC
58,9,19,6,9,7,0,7,0,2,0,86,37,10,3,10/31/2020,49,340075,Carolinas HealthCare System Blue Ridge Morganton,MHPC
12,0,0,2,2,0,0,0,0,0,0,6,5,0,0,10/1/2020,1,341304,Vidant Bertie Hospital,EHPC
16,2,10,12,12,3,0,2,0,0,0,110,77,8,0,10/3/2020,33,340184,Haywood Hospital,MAHPC
64,2,15,19,25,3,0,1,0,0,0,182,149,13,6,10/7/2020,33,340073,Duke Raleigh Hospital,DHPC
23,2,28,16,22,18,1,7,1,3,1,303,193,26,6,10/23/2020,110,340004,WFBMC- High Point MC,THPC
12,6,27,30,47,34,0,4,1,5,4,406,321,21,17,10/30/2020,85,340032,CaroMont Health,MHPC
10,1,18,35,43,16,0,5,21,1,2,203,127,17,8,10/1/2020,76,340021,Atrium Health - Cleveland,MHPC
12,0,0,2,2,0,0,0,0,0,0,6,2,0,0,10/5/2020,4,341304,Vidant Bertie Hospital,EHPC
10,16,74,36,57,10,0,2,25,2,1,618,420,58,21,10/4/2020,198,340091,Cone Health Moses H. Cone Memorial Hospital,THPC
0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,10/27/2020,1,341323,Cannon Hospital,MAHPC
6,0,0,10,10,0,0,0,6,0,0,59,31,0,0,10/18/2020,28,340037,Atrium Health - Kings Mountain,MHPC
7,0,9,9,10,7,0,2,4,3,2,34,32,9,1,10/26/2020,2,340120,Vidant Duplin Hospital,EHPC
,,,,,,,,,,,,,,,10/18/2020,,100,Durham VA,DHPC
0,6,9,3,3,0,0,0,1,0,0,30,10,3,0,10/31/2020,20,341319,Transylvania Regional Hospital,MAHPC
69,16,64,53,69,19,1,4,62,1,11,503,421,48,16,10/8/2020,82,340001,Atrium Health - Cabarrus,MHPC
7,0,0,4,4,1,0,0,0,0,0,18,17,0,0,10/21/2020,1,341307,Pender Memorial Hospital,SHPR
18,1,14,34,39,11,0,3,33,3,14,176,112,13,5,10/25/2020,64,340130,Atrium Health - Union,MHPC
29,3,5,26,26,12,0,1,1,1,0,114,73,2,0,10/10/2020,41,340158,Novant Health - Brunswick MC,SHPR
11,6,13,20,25,1,0,0,0,0,0,155,67,7,5,10/3/2020,88,340085,Novant Health - Thomasville MC,THPC
36,3,10,22,22,10,0,3,18,1,1,113,58,7,0,10/25/2020,55,340145,Atrium Health - Lincoln,MHPC
7,0,0,4,4,0,0,0,0,0,1,18,17,0,0,10/24/2020,1,341307,Pender Memorial Hospital,SHPR
0,1,9,3,3,3,0,0,2,0,1,37,13,8,0,10/19/2020,24,341326,Angel Medical Center,MAHPC
57,2,12,10,10,0,0,0,4,0,1,53,46,10,0,10/22/2020,7,340091,Cone Health Annie Penn Hospital,THPC
0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,10/5/2020,6,341323,Cannon Hospital,MAHPC
0,2,9,3,3,3,0,0,3,1,2,37,19,7,0,10/21/2020,18,341326,Angel Medical Center,MAHPC
24,0,8,29,33,1,0,0,15,0,4,126,80,8,4,10/5/2020,46,340166,Atrium Health - University,MHPC
0,2,10,6,7,3,0,2,6,3,0,78,57,8,1,10/13/2020,21,340003,Northern Regional Hospital,THPC
58,5,19,6,9,6,0,6,0,0,0,77,55,14,3,10/14/2020,22,340075,Carolinas HealthCare System Blue Ridge Morganton,MHPC
0,4,4,4,4,2,0,0,0,0,1,49,17,0,0,10/31/2020,32,340188,Cape Fear Valley Hoke Hospital,MCRHC
0,8,22,43,51,17,1,4,6,2,1,269,183,14,8,10/20/2020,86,340015,Novant Health - Rowan Medical Center,THPC
10,0,8,8,9,0,0,2,0,0,0,70,57,8,1,10/30/2020,13,340099,Vidant Roanoke Chowan Hospital,EHPC
48,3,18,29,36,12,0,3,0,3,3,296,214,15,7,10/7/2020,82,340155,Duke Regional Hospital,DHPC
32,7,21,41,45,39,0,10,0,5,8,277,145,14,4,10/22/2020,132,340147,Nash Health Care System,EHPC
20,8,23,49,56,26,2,5,0,4,0,309,226,15,7,10/5/2020,83,340131,CarolinaEast Medical Center,EHPC
8,0,10,16,18,12,0,5,0,1,0,54,54,10,2,10/20/2020,0,340186,Vidant Beaufort Hospital,EHPC
21,2,20,9,10,2,0,0,6,0,0,154,121,18,1,10/8/2020,33,340091,Cone Health Wesley Long Hospital,THPC
12,1,12,11,11,0,0,1,0,0,0,97,64,11,0,10/29/2020,33,340129,Lake Norman Regional Medical Center,MHPC
16,2,4,6,6,2,0,0,0,0,1,20,12,2,0,10/7/2020,8,341311,UNC Chatham Hospital,MCRHC
4,4,8,5,6,6,0,1,1,2,0,53,25,4,1,10/17/2020,28,340115,FirstHealth Richmond Memorial Hospital,MCRHC
7,0,9,10,10,7,0,5,5,3,3,34,34,9,0,10/11/2020,0,340120,Vidant Duplin Hospital,EHPC
12,0,0,2,2,0,0,0,0,0,0,6,2,0,0,10/24/2020,4,341304,Vidant Bertie Hospital,EHPC
11,6,13,20,25,5,0,0,0,1,0,155,70,7,5,10/24/2020,85,340085,Novant Health - Thomasville MC,THPC
32,4,6,4,4,1,0,1,0,0,0,31,12,2,0,10/7/2020,19,341328,Murphy Medical Center Erlanger Western Carolina Hospital,MAHPC
0,25,91,59,91,24,1,6,15,6,48,712,547,66,32,10/3/2020,165,340002,Mission Health Hospital,MAHPC
35,3,16,17,26,20,0,6,2,4,1,200,123,13,9,10/3/2020,77,340143,Catawba Valley Medical Center,THPC
44,19,121,104,188,32,2,12,60,7,28,871,754,102,84,10/10/2020,117,340113,Atrium Health - Main,MHPC
10,3,6,8,8,0,0,2,0,0,0,48,37,3,0,10/19/2020,11,340127,Granville Health System,DHPC
23,1,8,8,9,8,0,3,2,3,0,60,50,7,1,10/3/2020,10,340107,Vidant Edgecombe Hospital,EHPC
1,0,0,2,2,0,0,0,0,0,0,17,9,0,0,10/10/2020,8,341305,Swain Hospital,MAHPC
64,3,15,21,25,8,0,1,0,2,0,180,166,12,4,10/29/2020,14,340073,Duke Raleigh Hospital,DHPC
56,1,8,10,10,3,0,2,2,3,2,67,30,7,0,10/16/2020,37,340024,Sampson Regional Medical Center,MCRHC
25,11,24,20,24,12,0,3,0,1,0,204,138,13,4,10/3/2020,66,340116,Frye Regional MC,THPC
9,49,181,123,134,17,0,7,1,2,5,459,337,132,11,10/24/2020,122,340114,UNC Rex Hospital,MCRHC
13,13,20,24,29,2,0,0,28,0,7,219,139,7,5,10/9/2020,80,340113,Atrium Health - Main,MHPC
31,0,4,23,24,3,0,0,1,1,0,66,46,4,1,10/30/2020,20,340014,Novant Health - Forsyth MC,THPC
20,2,16,8,13,30,2,7,0,0,0,138,132,14,5,10/9/2020,6,340126,Wilson Medical Center,EHPC
51,3,16,13,15,8,0,2,5,1,1,154,102,13,2,10/6/2020,52,340039,Iredell Health System,THPC
0,0,0,1,1,0,0,0,0,0,0,14,8,0,0,10/10/2020,6,341317,LifeBright Community Hospital of Stokes,THPC
1,0,0,2,2,0,0,0,0,0,0,17,11,0,0,10/18/2020,6,341305,Swain Hospital,MAHPC
21,2,20,9,10,4,0,1,18,2,3,154,127,18,1,10/20/2020,27,340091,Cone Health Wesley Long Hospital,THPC
60,15,120,46,150,63,0,15,0,9,0,888,835,105,104,10/6/2020,53,340040,Vidant Medical Center,EHPC
22,30,59,27,34,9,0,5,8,1,6,177,83,29,7,10/4/2020,94,340090,Johnston UNC Health Care,CapRAC
143,4,65,31,52,29,0,4,2,2,11,627,494,61,21,10/20/2020,133,340028,Cape Fear Valley Medical Center,MCRHC
18,5,30,38,51,13,0,4,35,4,6,281,225,25,13,10/1/2020,56,340098,Atrium Health - Pineville,MHPC
0,2,22,46,51,18,0,5,9,3,0,269,178,20,5,10/5/2020,91,340015,Novant Health - Rowan Medical Center,THPC
0,0,0,1,1,0,0,0,0,0,0,14,6,0,0,10/4/2020,8,341317,LifeBright Community Hospital of Stokes,THPC
57,3,12,9,10,2,0,0,2,0,0,53,36,9,1,10/10/2020,17,340091,Cone Health Annie Penn Hospital,THPC
24,3,8,30,32,1,0,0,13,0,3,126,89,5,2,10/28/2020,37,340166,Atrium Health - University,MHPC
11,5,13,24,25,5,0,1,0,3,0,155,69,8,1,10/31/2020,86,340085,Novant Health - Thomasville MC,THPC
0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,10/21/2020,2,341323,Cannon Hospital,MAHPC
22,12,59,28,34,13,0,7,0,1,12,177,124,47,6,10/14/2020,53,340090,Johnston UNC Health Care,CapRAC
0,0,0,2,2,0,0,0,1,0,1,15,6,0,0,10/9/2020,9,340084,Atrium Health - Anson,MHPC
0,4,10,3,9,1,0,6,3,0,3,125,42,6,6,10/1/2020,83,340013,Rutherford Regional Hospital,MAHPC
10,3,6,8,8,0,0,0,1,0,0,48,35,3,0,10/2/2020,13,340127,Granville Health System,DHPC
277,33,109,63,130,31,0,12,2,4,3,861,822,76,67,10/5/2020,39,340030,Duke University Hospital,DHPC
429,26,62,90,120,28,2,9,2,1,26,764,604,36,30,10/23/2020,160,340141,New Hanover Regional MC,SHPR
27,0,0,13,13,1,0,0,0,1,0,42,39,0,0,10/11/2020,3,340014,Novant Health - Forsyth MC,THPC
2,3,12,22,26,3,1,0,6,0,2,86,49,9,4,10/1/2020,37,340041,UNC- Caldwell Memorial Hospital,THPC
63,2,17,25,43,23,0,0,0,2,1,250,124,15,18,10/17/2020,126,340010,Wayne UNC Health Care,EHPC
0,27,91,62,91,38,1,4,27,2,30,717,559,64,29,10/12/2020,158,340002,Mission Health Hospital,MAHPC
35,2,16,17,26,22,2,9,2,3,2,200,116,14,9,10/10/2020,84,340143,Catawba Valley Medical Center,THPC
,,,,,,,,,,,,,,,10/24/2020,,102,Womack Army Medical Center,MCRHC
25,2,8,14,14,1,0,1,1,0,1,88,68,6,0,10/26/2020,20,340144,Davis Regional MC,THPC
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10/29/2020,0,341316,Highlands Cashiers Hospital,MAHPC
0,6,10,6,9,3,2,3,4,3,4,125,49,4,3,10/5/2020,76,340013,Rutherford Regional Hospital,MAHPC
56,4,8,9,10,2,0,0,0,2,0,67,24,4,1,10/10/2020,43,340024,Sampson Regional Medical Center,MCRHC
0,0,0,2,2,4,0,0,1,1,1,32,9,0,0,10/11/2020,23,341329,Blue Ridge Regional Hospital,MAHPC
63,4,17,30,43,26,0,0,2,0,0,250,128,13,13,10/22/2020,122,340010,Wayne UNC Health Care,EHPC
0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,10/8/2020,2,341323,Cannon Hospital,MAHPC
25,3,8,14,14,1,0,1,0,1,0,88,50,5,0,10/14/2020,38,340144,Davis Regional MC,THPC
0,4,8,7,8,2,0,0,4,0,2,112,41,4,1,10/2/2020,71,340064,WFBMC - Wilkes Regional MC,THPC
0,17,38,18,27,35,0,7,1,4,1,331,270,21,9,10/11/2020,61,340115,FirstHealth Moore Regional Hospital,MCRHC
16,0,8,10,13,16,1,4,0,2,0,104,89,8,3,10/10/2020,15,340008,Scotland Health Care System,MHPC
59,1,10,33,40,4,0,0,3,1,1,246,169,9,7,10/15/2020,77,340171,Novant Health - Matthews,MHPC
13,0,0,0,0,0,0,0,0,0,0,18,0,0,0,10/22/2020,18,340156,Cherokee Indian Hospital,MAHPC
23,2,25,12,22,18,0,7,1,3,1,297,189,23,10,10/26/2020,108,340004,WFBMC- High Point MC,THPC
60,15,120,92,181,76,0,14,0,11,0,888,834,105,89,10/16/2020,54,340040,Vidant Medical Center,EHPC
26,3,10,14,16,1,0,0,2,0,2,110,77,7,2,10/21/2020,33,340109,Sentara Albemarle Medical Center,EHPC
58,6,19,7,9,6,0,6,0,0,0,72,44,13,2,10/29/2020,28,340075,Carolinas HealthCare System Blue Ridge Morganton,MHPC
16,5,10,12,12,2,0,0,0,0,0,110,69,5,0,10/18/2020,41,340184,Haywood Hospital,MAHPC
16,1,10,12,12,1,0,0,2,0,2,110,79,9,0,10/11/2020,31,340184,Haywood Hospital,MAHPC
16,0,0,3,3,4,0,0,0,0,0,55,37,0,0,10/29/2020,18,340069,Wake Medical Center,CapRAC
16,0,4,6,6,0,0,0,2,0,1,20,12,4,0,10/10/2020,8,341311,UNC Chatham Hospital,MCRHC
18,3,14,31,37,9,2,2,26,2,4,176,108,11,6,10/26/2020,68,340130,Atrium Health - Union,MHPC
0,13,38,16,27,30,0,9,0,5,0,331,274,25,11,10/18/2020,57,340115,FirstHealth Moore Regional Hospital,MCRHC
56,3,8,10,10,3,0,3,2,0,0,67,27,5,0,10/17/2020,40,340024,Sampson Regional Medical Center,MCRHC
20,5,16,9,16,24,0,6,0,0,0,138,129,11,7,10/11/2020,9,340126,Wilson Medical Center,EHPC
44,6,14,7,9,11,0,1,0,3,0,163,91,8,2,10/30/2020,72,340151,Vidant - North,EHPC
429,26,62,86,120,30,0,10,4,4,20,764,579,36,34,10/22/2020,185,340141,New Hanover Regional MC,SHPR
0,6,10,7,7,0,0,1,2,0,0,78,39,4,0,10/3/2020,39,340003,Northern Regional Hospital,THPC
177,34,131,51,105,34,0,11,5,3,2,939,633,97,54,10/9/2020,306,340047,Wake Forest Baptist MC – Winston Campus,THPC
51,7,16,13,15,1,0,2,7,1,3,154,107,9,2,10/13/2020,47,340039,Iredell Health System,THPC
12,2,6,12,12,0,0,0,3,1,3,70,51,4,0,10/22/2020,19,340071,Harnett Health - Betsy Johnson Hospital,CapRAC
10,1,18,38,43,20,2,6,26,4,7,203,131,17,5,10/4/2020,72,340021,Atrium Health - Cleveland,MHPC
13,0,0,0,0,0,0,0,1,0,1,18,0,0,0,10/14/2020,18,340156,Cherokee Indian Hospital,MAHPC
7,1,9,9,10,4,0,4,3,0,2,34,30,8,1,10/10/2020,4,340120,Vidant Duplin Hospital,EHPC
0,1,9,3,3,2,0,0,1,0,3,37,19,8,0,10/12/2020,18,341326,Angel Medical Center,MAHPC
49,0,0,7,7,2,0,0,0,2,0,27,15,0,0,10/19/2020,12,341325,Ashe Memorial Hospital,THPC
63,3,17,34,43,20,0,0,6,2,4,249,137,14,9,10/11/2020,112,340010,Wayne UNC Health Care,EHPC
,,,,,,,,,,,,,,,10/4/2020,,341328,Murphy Medical Center Erlanger Western Carolina Hospital,MAHPC
20,2,6,4,4,0,0,0,3,0,1,18,15,4,0,10/15/2020,3,340159,Person Memorial Hospital,DHPC
29,1,5,26,26,13,0,3,1,3,0,114,78,4,0,10/11/2020,36,340158,Novant Health - Brunswick MC,SHPR
63,2,17,25,43,29,0,0,2,0,3,250,116,15,18,10/28/2020,134,340010,Wayne UNC Health Care,EHPC
7,1,9,10,10,4,0,2,0,0,0,34,30,8,0,10/17/2020,4,340120,Vidant Duplin Hospital,EHPC
11,4,13,20,25,4,0,1,1,0,0,155,76,9,5,10/10/2020,79,340085,Novant Health - Thomasville MC,THPC
0,0,0,2,2,0,0,0,3,0,1,15,5,0,0,10/22/2020,10,340084,Atrium Health - Anson,MHPC
281,19,48,109,187,34,0,5,8,3,0,795,598,29,78,10/25/2020,197,340053,Novant Health - Presbyterian,MHPC
44,2,6,5,7,0,0,1,0,0,0,88,44,4,2,10/5/2020,44,340023,Park Ridge Health (Advent Health),MAHPC
5,2,9,8,12,0,0,4,0,0,0,95,73,7,4,10/12/2020,22,340016,Harris Hosptial,MAHPC
143,3,65,28,52,36,0,4,7,1,18,632,504,62,24,10/18/2020,128,340028,Cape Fear Valley Medical Center,MCRHC
23,0,8,6,9,15,0,1,0,1,0,60,60,8,3,10/16/2020,0,340107,Vidant Edgecombe Hospital,EHPC
20,2,16,8,16,21,0,7,0,0,0,138,134,14,8,10/25/2020,4,340126,Wilson Medical Center,EHPC
0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,10/25/2020,1,341323,Cannon Hospital,MAHPC
0,9,38,22,27,33,0,8,1,5,0,331,300,29,5,10/2/2020,31,340115,FirstHealth Moore Regional Hospital,MCRHC
29,0,8,13,15,15,0,4,0,3,0,81,72,8,2,10/28/2020,9,340097,Hugh Chatham Memorial Hospital,THPC
,,,,,,,,,,,,,,,10/1/2020,,102,Womack Army Medical Center,MCRHC
63,4,17,25,43,27,1,0,1,5,0,250,135,13,18,10/18/2020,115,340010,Wayne UNC Health Care,EHPC
64,2,15,22,25,1,0,1,0,1,0,182,154,13,3,10/1/2020,28,340073,Duke Raleigh Hospital,DHPC
43,19,135,241,295,26,0,12,3,2,55,782,657,116,54,10/13/2020,125,340061,UNC Medical Center,MCRHC
23,3,27,10,22,12,0,5,2,2,2,306,208,24,12,10/1/2020,98,340004,WFBMC- High Point MC,THPC
0,4,4,4,4,4,0,0,0,0,1,49,15,0,0,10/27/2020,34,340188,Cape Fear Valley Hoke Hospital,MCRHC
12,4,12,11,11,1,0,1,5,0,0,97,47,8,0,10/18/2020,50,340129,Lake Norman Regional Medical Center,MHPC
16,0,8,11,13,15,0,4,0,1,0,104,92,8,2,10/1/2020,12,340008,Scotland Health Care System,MHPC
69,14,64,51,69,26,0,7,55,3,21,503,400,50,18,10/12/2020,103,340001,Atrium Health - Cabarrus,MHPC
,,,,,,,,,,,,,,,10/9/2020,,100,Durham VA,DHPC
0,0,0,15,15,0,0,0,0,0,0,38,9,0,0,10/26/2020,29,340148,Novant Health - Medical Park Hospital,THPC
32,33,181,102,134,8,0,3,20,2,32,430,331,148,32,10/5/2020,99,340114,UNC Rex Hospital,MCRHC
0,5,8,6,8,5,0,1,1,0,1,118,53,3,2,10/14/2020,65,340064,WFBMC - Wilkes Regional MC,THPC
0,0,0,2,2,0,0,0,0,0,0,6,1,0,0,10/21/2020,5,341320,Alleghany Memorial Hospital,THPC
0,4,4,3,3,2,0,0,0,0,0,27,20,0,0,10/26/2020,7,341315,Cape Fear Valley Bladen Hospital,SHPR
25,3,8,14,14,1,0,0,0,0,0,88,41,5,0,10/4/2020,47,340144,Davis Regional MC,THPC
54,1,8,5,5,0,0,1,7,0,0,107,106,7,0,10/25/2020,1,340060,UNC Rockingham Hospital,THPC
0,0,0,1,1,0,0,0,0,0,0,8,7,0,0,10/16/2020,1,340115,FirstHealth Moore Regional Hospital - Hoke Campus,MCRHC
91,0,6,14,17,51,2,6,4,5,0,52,52,6,3,10/4/2020,0,340091,Women's Hospital,THPC
10,0,8,9,9,1,0,2,0,1,0,78,70,8,0,10/10/2020,8,340099,Vidant Roanoke Chowan Hospital,EHPC
65,1,12,15,17,6,0,3,0,1,0,170,145,11,2,10/15/2020,25,340173,Wake Medical Center Cary,CapRAC
17,12,74,39,57,20,0,1,35,6,4,611,434,62,18,10/31/2020,177,340091,Cone Health Moses H. Cone Memorial Hospital,THPC
57,5,12,10,10,3,0,0,4,1,1,53,35,7,0,10/16/2020,18,340091,Cone Health Annie Penn Hospital,THPC
10,2,6,8,8,0,0,0,0,0,0,48,34,4,0,10/31/2020,14,340127,Granville Health System,DHPC
29,1,8,14,15,19,0,3,0,3,0,81,50,7,1,10/31/2020,31,340097,Hugh Chatham Memorial Hospital,THPC
10,0,7,17,18,0,0,0,2,0,0,77,48,7,1,10/29/2020,29,340190,Novant Health - Mint Hill,THPC
20,2,16,12,16,31,0,7,0,0,0,138,134,14,4,10/17/2020,4,340126,Wilson Medical Center,EHPC
0,5,14,18,26,1,1,0,2,1,4,261,112,9,8,10/26/2020,149,340027,UNC Lenoir Hospital,EHPC
12,0,12,8,11,0,0,1,3,0,1,97,61,12,3,10/23/2020,36,340129,Lake Norman Regional Medical Center,MHPC
,,,,,,,,,,,,,,,10/24/2020,,100,Durham VA,DHPC
